TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,Hash
,246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn.,Female,"hair: dark brown; eyes: black and grey; teeth: none; clothing: orange, blue, yellow and black ankara; accessories: none; expression: straight faced; strength: smart; weakness: cunny",32a9fc99-8b86-407d-9d66-2c9aaa8200e8,cce8b8008874f5e7185a788d802812a53757ce378852ea4d1ca7901ccf4c6649
,247,nonso-malay,nonso malay,Nonso Malay is an enterprising man who made his fortune after he travelled abroad.,Male,hair: orange; eyes: squint; teeth: none and moustache; clothing: agbada; accessories: none; expression: mischevious smile; strength: action person; weakness: doesn't trust anyone,573f741e-7dfd-4145-a532-2cbf0194c5bd,23cabf0f96b43d96f0315d0d10db50d05fb4378d1052fcbde6a7cde2bbd5740f
,248,saro-texaco,saro texaco,An oil tycoon who dominates.,Male,hair: none; eyes: black; teeth: white; clothing: agbada; accessories: cap; expression: smiling; strength: negotiations; weakness: stingy,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a,0120b2153869edb719ef023e0db53b6eb63cec874258525a1eb768bded1e2c17
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence.,Male,hair: none; eyes: black; teeth: rabbit front teeth; clothing: brown polo and blue pinafore; accessories: cap; expression: angry; strength: physically fit; weakness: short-tempered,70875603-9e90-467f-9d44-af15f71b70e9,058f8fdb41250ea5027631352f6b30de4a5703b313bb3f650e3902c80d14cce5
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life.,Male,hair: none; eyes: black; teeth: missing two front teeth; clothing: green polo and blue pinafore; accessories: chewing stick and bandana; expression: hopeful; strength: optimistic; weakness: over promises a lot,afaa2a41-1bc0-47bf-acef-d9638d6c5369,be4dfb6751808f0b8f58d90ad2830615a9fadf406162157823e0c791bb4a2ad4
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients.,Male,hair: red; eyes: black; teeth: gold tooth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: technology savy; weakness:reckless,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3,9b5dc44bbabe84cd2d3b77e85fe7b9533ff6e5f5f2d23071c28d9c1b1c66d310
,252,kareem-kasanova,kareem kasanova,Abuja big boy; he has sweet mouth for wooing ladies.,Male,hair: none; eyes: black; teeth: none; clothing: agbada; accessories: bubble gum and cap; expression: charming; strength: chivalry; weakness: unfaithful,9b765dd9-5d2f-4050-9583-4200e4b2d5d4,349ef3996440ff16a66b83a9d685db3412ed05bd1c1cbddb0bddd934e00d3deb
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo.,Male,hair: none; eyes: cyan and left side eyed; teeth: none; clothing: chieftancy; accessories: candy bar; expression: joyful; strength: wealthy; weakness: loves women a lot,6ae4ca87-8d71-48e5-8098-fc5241a0ba36,26dd034ad02b03036ef43c78d8108ed195daac8dfa4b66a51bf06a8d6fe4c409
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china.,Male,hair: none; eyes: cyan; teeth: none; clothing: wrapper; accessories: none; expression:smirking; strength:business acumen; weakness:brags a lot,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264,dd0272b29349d751e8fb77a2581836a3269ac6315138a7ac1e27e4f7aaecd0f8
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan.,Male,hair: none; eyes: black; teeth: missing two teeth; clothing: ankara native top; accessories: chewing stick; expression: lighthearted; strength: wisdom; weakness: talks too much,8b8d34d0-3d41-4170-aa3f-755beae83b00,df8ec9782f8f538d9baca367529d49e0cec28e5d6cad38fee5a94b422201c2ff
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state.,Male,hair: none; eyes: squint; teeth: gold tooth; clothing: agbada; accessories: cap; expression: grinning; strength: persuasive speaker; weakness: manipulative,048f1180-33be-4a58-881e-22e7f0f96455,eafe8e5070e9ecea47eec1c5517c80c58643e93576c78e89732709c755a2eab4
,257,koffi-banku,koffi banku,He loves food so much and doesnt joke with his meal time.,Male,hair: orange afro hairstyle; eyes: azure and bold; teeth: missing two front teeth; clothing: wearing ankara print with white inner; accessories: none; expression: anticipating; strength: cooks well; weakness: always hungry for food,9699105f-607a-4c0b-81c0-373c6d35f4fe,32f0732866d6e541c5d07cf7dbb937e46b3342815dca1d80ed97234fed169291
,258,alhaji-bello,alhaji bello,Rich Hausa business mongul controlling half of cow production in Nigeria.,Male,hair: none; eyes: squinting; teeth: missing a front tooth; clothing: ankara agbada; accessories: cap; expression: smiling; strength: wealthy; weakness: dishonest,1f0839dd-b4c9-4adb-9328-a2b4ceff999b,d0f062489e8ff78adb9057c8bd1515e5b460174c8a037df8575462e1b1e9b5d4
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler does not like stress.,Male,hair: none; eyes: closed; teeth: white with one gold tooth; clothing: yellow shirt with a blue jean pinafore; accessories: cap; expression: sleeping; strength: street smart; weakness: nonchalance,3c733806-3fd3-4c49-afd1-97f6a0802485,b457e08a9d66f0518ff3d3edb55a135c4c372cbf07b9f2dd2f34ec2f3c0e638d
,260,femi-maserati,femi maserati,Rich kid who resides in lekki; known by everybody because he drives a maserati.,Male,hair: none; eyes: black and side eyed; teeth: white; clothing: green polo and blue pinafore; accessories: bandana; expression: confident; strength: relatable and easily makes friends; weakness: shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf,d275c66299e88634f3420bb67d2ce9cd22ef1592b058abccb7e1d79e4afde07a
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul is a funny man; he always makes great jokes at parties.,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,ece50d3c8562c26ab9b03a4ea3ce812c0c485c5ab57ed5492c466d65e45d0a93
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes.,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; expression: straight face; strength: fashionista; weakness: exorbitant,5612f542-d85e-4a2c-8661-20553dfd07bf,06d063701959dc98825453c7956c37526540d88630d143246b22a79ef5260247
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party.,Female,hair:purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; expression: smile; strength: helpful ,097014d5-0ef3-46f5-9a9b-5c01f70114b3,7c4e8f665e95c21a09338d1ec8042823876cd821fa550b2830b5e7beb909485f
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye.,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,794e856d72ed49dc6cf257c719b38de519337ab60d5723ce19ff3c2161fdfc5c
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,941306731025c64c0b187f189f939c856f4bd3eb9c2f77bf2e3877748e5225c0
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails.,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,24341592892426f84427f22f22bfa9a5156b609c44c8d42bf41d9530811ee67d
,267,odogwu-oil-contractor,odogwu oil contractor,"From malaysia to kaduna, odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; expression: none; strength: hustler; weakness: taking criticism ,b503bbfb-f972-4d4a-9352-e9dfe6671d36,bff1f14b4ba6eb259ec571708c1edcc5902721ad62fa633b1b7836939793b36c
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits.,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,1aa3c815e3e8206e1bdd7c30a10a7d80d8390b11c41f6c0da8ddf1366fc058d2
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,ff1b62a4e167cf8611a4ca97ffb89520e58a9aa80d0efdf1e35690e1717554f0
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,7a06fa5e5619e17b3b4e51c5de50d1f48eb0d2597cb6b09945e32e2c5defd010
,271,sandra-the-shybaby,sandra the shybaby,Sandra is a shy woman even at parties.,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa,59ebd36da9f6ba4b9ebf8bf8b78250272c048ea11a4ec03d9a688e5c01777e0e
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,5c495ceba498b1b935318e52dedfe7ccd92886a6ccf4bd90761ce76dfc0e9d03
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us christopher hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,2e0826855e32192babda2248af05d21076e667f4a581ce19391db3ee28990b52
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest exterminator.,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,5ad0a2025c8ca2af1a744d92011d9a027e88b74e3f9218f1c6f7c6f0c8bdf2f8
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,f725ca7110af3b7a3c689b186188ecb01d38ca899f2be0310822f7fa121e3969
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; expression: none; strength: intentional; weakness: rash in decision making,dbdc1351-aa07-46e2-935f-2db071b1b23d,7d11631a53544db76cc6ad8fbc6b866bf904944d35e450030bb8fabf877f9b17
,277,lola-afropopping-princess,lola afropopping princess,Lola loves to lick lollipops like; she is everyones afropop queen.,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,f1901185933c84abbe7a184b4bef44237124bec3bc9ea7c3138e4cd1ff9325d0
,278,sharon-walking-dead,sharon walking dead,sharon cannot work under pressure; she is a soft babe.,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,480faba5d3e2b3c89da7fc62dc3d4e6ac054fa0e084e1547da607a1f532a619b
,279,olivia-great-teacher,olivia great teacher,Students enjoys olivia's classes.,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; expression: none; strength: empathy; weakness: computer literacy ,cfc4419e-bd46-40f6-9654-632ac1138ff1,ae301154accec5fc769bf521ce96f15fe40d9f827116ac666c8fd2eedd7c1f26
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; expression: none; strength: leadership; weakness: initiative ,710ae821-4603-4124-bd60-a33b515b3b8d,9e3503b8dde5375aaba34a3d2e5aa074edc10edaf69aca9938662691f5d28d06
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown eyes: shades teeth: closed clothing: yellow and blue ankara accessories: shades expression: passive strength: confident weakness: over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,63039f0d3e9c6858c548d02febe318728da3dae0bfa86a9cd13abcc9256f4cd3
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond eyes: shades teeth: closed clothing: black and yellow ankara accessories: shades expression: straight-face strength: creativity weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265,8b137b3de51a62885d5d702d0474bd39951201a6365e3f0e986eccdcc17bb09a
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown eyes: shades teeth: closed clothing: multi-colored ankara accessories: shades; smoking pipe expression: sassy strength: self-assured weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,30b768b2144381a53e71b76e332b7905322fbf81ad213bbeb4f04f8280b2a01b
,284,mary-toxic-lady,mary toxic lady,A lady who is toxic around people,Female,hair: two buns eyes: shades teeth: white clothing: animal prints accessories: shades expression: angry strength: bully weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,35bad0f97f873696c4fcd077deb221bebda2b2a52bc00c2aabca4e9d9d7692fe
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond eyes: shades teeth: closed clothing: blacktop accessories: shades expression: straight-face strength: wealth weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,5725e339eccd6fdb60a164829bf9cf4d7972f14c57c8d45f73433c99057b61da
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered eyes: white teeth: closed clothing: purple and yellow agbada accessories: cap; smoking pipe expression: passive strength: likes to be in control weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500,45dbc019b066fde3516273b184eb72f1f53e86dd6cebf633d8aef42b10b77829
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,8e4ef442ed08f86af7e8044e17823d3ab9bb565f80d2d5acf05c7f5fb0427b12
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,6c2a25517b5b0d2688dae975b2673b2a5b4322ae380b6772c6f586a804e2e303
,289,ibu-the-importer,ibu the importer,A rich man who steps on people's toes,Male,hair: covered eyes: light blue teeth: white and a gold tooth clothing: isi-agu accessories: cap expression: straight-face strength: wealth weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,9109bded957183a369a768d87e1065cfa4d7a16383c5ebb672471c3ff507bae8
,290,massa-the-ghanian,massa the ghanian,A rich trader who loves giving back to the community,Male,hair: covered eyes: closed teeth: white clothing: akan accessories: cap expression: happy strength: wealth weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,69e151d63a39438604870f768d1dca962541f8b94b80008ed81b676c6cbb6ac3
,291,james-the-musician,james the musician,A Nigerian based musician who host shows,Male,hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01,b8186b004146cc40ba912a7ff878afb6fc75612c72b4f225a665af7baf2fcc68
,292,gbenga-titled-man,gbenga titled man,A chief who is very ambitious in his pursuits for fame,Male,hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,7da92c072b6dcc4dbbe688a098fcbd5e4692877ffd8557d18325606996dbf9a7
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c,3cd95e4a701846ba3ee05b183e31ccdd97edbab5ebdaad10b4a0c8b59f8c1607
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34,0a839088577c2cb8f39d6d605a998305850c23c1e0ebb7e792adeada12cb824c
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,49ba8db8dd7e2457af9bbbc8c4f3ccd61a6256571a889f2c1fea7000a2736f41
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,da516c52cd3e97ee2dbefd5eb03cd051cd11b2e56afb7cc39c481e16aef7d7ac
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,8a4f66ca270f5ffa17bd9fdb27448d0b284638c7b481ff10c916aa5264459f77
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,c373da2382c171279ba79fede084ad4d646debe31093ffe71b61160d31410dea
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8,40e422e48ab0dcc8b8c85df7cdea3ff029fca8a74395f1cb2bd09b7899b8b0c8
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,ed4d6a9c8ea6614abe2cee3595d02fdb65f9fae826b0ce7200a3b45f5d1d647f
TEAM SCALE,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,587645e2-5ace-11ed-9b6a-0242ac120002,459793c76fedf73ad4f5f404ae7aad5fe9941c92f2f3ae04d27d11903f370e76
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ,58764862-5ace-11ed-9b6a-0242ac120002,5714a00a3ecd8b027d791dfdf92dd909026e374b51c38d10ff162513bee55b89
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ,58764a2e-5ace-11ed-9b6a-0242ac120002,2f2c97e4ad6ca80a3f948cf38e5f99eec485b1c456d7e23ba37b865836699371
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ,58764b78-5ace-11ed-9b6a-0242ac120002,ee4b1defcff9026638a478f769db2c258f39b0fb14f7e321ac65cf9ff116cc1f
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ,58764d8a-5ace-11ed-9b6a-0242ac120002,9f838d89f2b1b363fa228c7e48a8222103166fe0b192b14aafe9011050889c80
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ,58764ea2-5ace-11ed-9b6a-0242ac120002,5ca7c34319fee7d60dbf15d77ef7f65e08d015f49d88875078a1336351a0e39f
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ,58764fd8-5ace-11ed-9b6a-0242ac120002,d08d6082ca24604629a77377c3e20bb35bcfa8dea7c2a715f9d5b5f8eaf830f4
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique decorations for her mansion in idi-iroko.,Female,hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ,5876542e-5ace-11ed-9b6a-0242ac120002,70687e38ac968ed9a2785be3ad9eec1db056f6e81bd022f551a24145434d88bb
,309,asante-the -warrior,asante the warrior,Asante came from a long line of warriors in Ghana.,Female,hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ,58765578-5ace-11ed-9b6a-0242ac120002,7ecefcb7a18e0a2fa9f3fdf5360a6002d1ca871dcca61557ca4bca721893882b
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day.,Female,hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none,5876569a-5ace-11ed-9b6a-0242ac120002,af87e987a1f078cc00cab2b085566af19fd26ba6686ccb7e7cca7a72cff9ae27
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ,587657a8-5ace-11ed-9b6a-0242ac120002,bb8226d7152b3f406cab075e7977d4b1d7e67c778fef8b6553bbf3bdb7b6a849
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,hair: pink  eyes: brown  teeth: none  clothing: multi-colored ankara  accessories: smoking pipe  expression: strong  strength: none   weakness: none ,587658ca-5ace-11ed-9b6a-0242ac120002,aaa7eb922607f94c26a21924afd7b375372a225c5e678a207d019bd52ba1711a
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown   eyes: brown   teeth :none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none ,58765adc-5ace-11ed-9b6a-0242ac120002,40493c9a0bdd748e0bd93c80ceb1d9750f3278871ef56bb1e32448625ff23490
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,hair: brown  eyes: brown  teeth: none  clothing: yellow ankara  accessories: none  expression: calm  strength: none  weakness: none ,58765bea-5ace-11ed-9b6a-0242ac120002,93702488fc5a4d506f7863261ed31dbe4fd97a13e8b56b76eff4684416311d83
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,hair: pink  eyes: brown eyes  teeth: white teeth  clothing:yellow; greem and red ankara   accessories: none  expression: furious   strength: none   weakness: none ,58765d02-5ace-11ed-9b6a-0242ac120002,7de0402defe97d30290b5656d0c1d4aeb720270d0fb14c466c601db3111e4ff2
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation.,Female,hair: grey   eyes: covered eyes  teeth: none  clothing: black ankara with bright designs  accessories: yellow glasses  expression: hip   strength: none   weakness: none ,58765e24-5ace-11ed-9b6a-0242ac120002,cbd4ebc11968f4a8a7aed27491f86e5df6097d2a97c2109e84c824435550fce0
,317,janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing,Female,hair: purple   eyes: covered eyes  teeth: none  clothing: yellow and blue ankara  accessories: yellow glasses  expression: cool  strength: none   weakness: none ,cef902bc-5afc-11ed-9b6a-0242ac120002,b8b7b01ecde4d8664dd6b5065ef23472e30978d0891b5b17633089a04a83c8e7
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer; she rules the reggae world.,Female,hair:pink braids   eyes: covered eyes   teeth: none  clothing: multicolored ankara  accessories: yellow glasses  expression: happy  strength: none   weakness: none ,cef9060e-5afc-11ed-9b6a-0242ac120002,90e43fb12e67e2eabb04db917485aa62dc3bcedf0a7ea39605616b2331496aa7
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend,Female,hair: red   eyes: covered eyes  teeth: none  clothing: wolf-skin ankara  accessories: yellow glasses  expression: hip  strength: none   weakness: none ,cef907a8-5afc-11ed-9b6a-0242ac120002,dfda94f8cc87c671a8d4c29213591be1c15e850da594a303ce19a7cf767754c8
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood,Female,hair:grey  eyes: covered eyes   teeth: none  clothing: black dress  accessories: yellow glasses  expression: happy  strength: none   weakness: none ,cef9091a-5afc-11ed-9b6a-0242ac120002,3b1071ad25e668fafb7bd180b2c95617f437b305e03fb8fc291e68f2d808721a
TEAM SANDPAPER,321,omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,Male,hair: bald eyes: tearyteeth: noneskin: brownskinclothing: checked ankara accessories: none expression: teary strength: powerful weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,2760c7cb6bdac40f80e1b517c23ae25d5d4ae718e20f9b9b44feac7e68925000
,322,kamau-the-sleeper,kamau the sleeper,closed eyes meditating,Male,hair: blad eyes: closed teeth:  noneskin: brownskin clothing: black ankara accessories: none expression: flat strength: open to suggestion weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,f28e039bcbc3485c81c0c005d10f07295752c2edd99bc7225d20d0b8af308f76
,323,mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,Male,hair:bald;; eyes: closed teeth: none skin: brownskin clothing: yellow ankara accessories: none  expression: tired strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,6f02febb554a0c54d5c47f590b3ea4fea5f2cfdeed76bb37e7a7389bb7f4412c
,324,omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,Male,hair:bald; eyes: sharp eyed teeth: none skin: brownskin clothing: green ankara accessories: none expression: alert strength: leader weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,714680764651b02864c273f45e45d9fcbf4f149744070b7706200590963da5a9
